user_id,variant,assigned_date
27467,A,2026-08-21
27468,B,2026-08-17
27469,B,2026-08-09
27470,A,2026-08-06
27471,A,2026-08-28
27472,A,2026-08-15
27473,B,2026-08-23
27474,A,2026-08-24
27475,A,2026-08-13
27476,A,2026-08-21
27477,A,2026-08-22
27478,A,2026-08-12
27479,A,2026-08-13
27480,B,2026-08-07
27481,B,2026-08-23
27482,B,2026-08-18
27483,B,2026-08-14
27484,A,2026-08-11
27485,B,2026-08-28
27486,B,2026-08-14
27487,A,2026-08-17
27488,A,2026-08-24
27489,A,2026-08-21
27490,A,2026-08-26
27491,A,2026-08-02
27492,B,2026-08-19
27493,A,2026-08-16
27494,B,2026-08-22
27495,B,2026-08-10
27496,B,2026-08-22
27497,B,2026-08-08
27498,B,2026-08-21
27499,B,2026-08-05
27500,A,2026-08-07
27501,B,2026-08-26
27502,A,2026-08-13
27503,B,2026-08-16
27504,B,2026-08-30
27505,B,2026-08-05
27506,B,2026-08-16
27507,A,2026-08-15
27508,B,2026-08-09
27509,B,2026-08-22
27510,B,2026-08-23
27511,B,2026-08-12
27512,A,2026-08-08
27513,B,2026-08-13
27514,A,2026-08-05
27515,A,2026-08-14
27516,A,2026-08-16
27517,B,2026-08-11
27518,B,2026-08-20
27519,B,2026-08-12
27520,B,2026-08-15
27521,A,2026-08-24
27522,A,2026-08-12
27523,B,2026-08-26
27524,B,2026-08-09
27525,A,2026-08-01
27526,A,2026-08-03
27527,B,2026-08-12
27528,B,2026-08-20
27529,B,2026-08-13
27530,A,2026-08-23
27531,B,2026-08-06
27532,A,2026-08-10
27533,B,2026-08-10
27534,A,2026-08-16
27535,B,2026-08-27
27536,A,2026-08-01
27537,B,2026-08-16
27538,B,2026-08-04
27539,B,2026-08-06
27540,A,2026-08-19
27541,B,2026-08-02
27542,B,2026-08-18
27543,B,2026-08-10
27544,B,2026-08-28
27545,B,2026-08-28
27546,B,2026-08-04
27547,A,2026-08-29
27548,B,2026-08-01
27549,B,2026-08-15
27550,B,2026-08-10
27551,A,2026-08-18
27552,B,2026-08-16
27553,B,2026-08-13
27554,B,2026-08-26
27555,B,2026-08-15
27556,A,2026-08-02
27557,B,2026-08-20
27558,A,2026-08-04
27559,A,2026-08-01
27560,A,2026-08-07
27561,B,2026-08-23
27562,B,2026-08-26
27563,B,2026-08-11
27564,B,2026-08-26
27565,A,2026-08-10
27566,A,2026-08-01
27567,A,2026-08-11
27568,B,2026-08-24
27569,A,2026-08-10
27570,B,2026-08-14
27571,A,2026-08-14
27572,A,2026-08-07
27573,A,2026-08-23
27574,A,2026-08-11
27575,B,2026-08-22
27576,A,2026-08-28
27577,A,2026-08-04
27578,A,2026-08-27
27579,B,2026-08-24
27580,A,2026-08-02
27581,A,2026-08-07
27582,A,2026-08-19
27583,A,2026-08-14
27584,A,2026-08-19
27585,A,2026-08-30
27586,B,2026-08-07
27587,A,2026-08-12
27588,A,2026-08-03
27589,A,2026-08-15
27590,B,2026-08-05
27591,B,2026-08-08
27592,B,2026-08-14
27593,A,2026-08-29
27594,A,2026-08-04
27595,B,2026-08-07
27596,B,2026-08-07
27597,B,2026-08-18
27598,A,2026-08-14
27599,B,2026-08-08
27600,B,2026-08-26
27601,B,2026-08-12
27602,B,2026-08-10
27603,A,2026-08-14
27604,B,2026-08-09
27605,A,2026-08-06
27606,B,2026-08-30
27607,A,2026-08-05
27608,B,2026-08-01
27609,A,2026-08-01
27610,A,2026-08-25
27611,A,2026-08-30
27612,A,2026-08-20
27613,B,2026-08-17
27614,B,2026-08-11
27615,A,2026-08-26
27616,B,2026-08-12
27617,B,2026-08-03
27618,A,2026-08-06
27619,A,2026-08-30
27620,B,2026-08-11
27621,B,2026-08-29
27622,A,2026-08-13
27623,A,2026-08-11
27624,B,2026-08-08
27625,A,2026-08-29
27626,B,2026-08-10
27627,A,2026-08-02
27628,B,2026-08-24
27629,B,2026-08-14
27630,A,2026-08-29
27631,A,2026-08-16
27632,B,2026-08-17
27633,A,2026-08-11
27634,A,2026-08-02
27635,B,2026-08-24
27636,A,2026-08-23
27637,A,2026-08-05
27638,A,2026-08-29
27639,A,2026-08-16
27640,B,2026-08-16
27641,B,2026-08-26
27642,B,2026-08-02
27643,A,2026-08-16
27644,B,2026-08-25
27645,A,2026-08-05
27646,B,2026-08-08
27647,B,2026-08-29
27648,A,2026-08-20
27649,A,2026-08-14
27650,B,2026-08-25
27651,B,2026-08-10
27652,B,2026-08-23
27653,A,2026-08-02
27654,A,2026-08-03
27655,A,2026-08-30
27656,B,2026-08-18
27657,A,2026-08-21
27658,B,2026-08-02
27659,B,2026-08-21
27660,B,2026-08-29
27661,A,2026-08-09
27662,A,2026-08-02
27663,A,2026-08-25
27664,A,2026-08-07
27665,B,2026-08-07
27666,B,2026-08-14
27667,A,2026-08-05
27668,A,2026-08-08
27669,A,2026-08-23
27670,A,2026-08-22
27671,A,2026-08-18
27672,A,2026-08-06
27673,A,2026-08-14
27674,A,2026-08-18
27675,B,2026-08-17
27676,A,2026-08-09
27677,A,2026-08-13
27678,B,2026-08-16
27679,A,2026-08-21
27680,B,2026-08-10
27681,B,2026-08-10
27682,B,2026-08-04
27683,A,2026-08-12
27684,B,2026-08-27
27685,A,2026-08-08
27686,A,2026-08-15
27687,B,2026-08-21
27688,B,2026-08-30
27689,A,2026-08-23
27690,A,2026-08-19
27691,B,2026-08-15
27692,B,2026-08-08
27693,A,2026-08-08
27694,A,2026-08-19
27695,B,2026-08-09
27696,B,2026-08-30
27697,B,2026-08-24
27698,B,2026-08-17
27699,B,2026-08-08
27700,A,2026-08-12
27701,B,2026-08-27
27702,B,2026-08-15
27703,B,2026-08-04
27704,B,2026-08-06
27705,A,2026-08-30
27706,B,2026-08-29
27707,A,2026-08-16
27708,B,2026-08-26
27709,B,2026-08-25
27710,B,2026-08-05
27711,B,2026-08-23
27712,A,2026-08-13
27713,B,2026-08-15
27714,B,2026-08-17
27715,B,2026-08-25
27716,A,2026-08-30
27717,B,2026-08-22
27718,B,2026-08-27
27719,B,2026-08-20
27720,B,2026-08-22
27721,B,2026-08-05
27722,A,2026-08-19
27723,B,2026-08-07
27724,A,2026-08-03
27725,B,2026-08-13
27726,A,2026-08-14
27727,B,2026-08-16
27728,A,2026-08-13
27729,B,2026-08-02
27730,B,2026-08-14
27731,B,2026-08-20
27732,A,2026-08-07
27733,A,2026-08-05
27734,A,2026-08-14
27735,A,2026-08-09
27736,B,2026-08-10
27737,B,2026-08-07
27738,B,2026-08-28
27739,A,2026-08-14
27740,A,2026-08-25
27741,A,2026-08-14
27742,B,2026-08-25
27743,A,2026-08-28
27744,B,2026-08-02
27745,B,2026-08-17
27746,B,2026-08-27
27747,B,2026-08-20
27748,B,2026-08-04
27749,B,2026-08-13
27750,B,2026-08-18
27751,A,2026-08-03
27752,B,2026-08-19
27753,B,2026-08-05
27754,B,2026-08-01
27755,B,2026-08-09
27756,B,2026-08-24
27757,A,2026-08-08
27758,B,2026-08-03
27759,A,2026-08-02
27760,A,2026-08-01
27761,A,2026-08-12
27762,A,2026-08-22
27763,B,2026-08-13
27764,B,2026-08-10
27765,B,2026-08-17
27766,A,2026-08-30
27767,A,2026-08-11
27768,A,2026-08-05
27769,A,2026-08-25
27770,B,2026-08-27
27771,B,2026-08-09
27772,A,2026-08-13
27773,B,2026-08-28
27774,A,2026-08-20
27775,A,2026-08-23
27776,B,2026-08-30
27777,B,2026-08-11
27778,A,2026-08-23
27779,B,2026-08-04
27780,A,2026-08-21
27781,A,2026-08-11
27782,B,2026-08-09
27783,A,2026-08-07
27784,B,2026-08-16
27785,A,2026-08-23
27786,B,2026-08-26
27787,A,2026-08-23
27788,A,2026-08-25
27789,B,2026-08-05
27790,B,2026-08-06
27791,A,2026-08-19
27792,A,2026-08-01
27793,A,2026-08-27
27794,B,2026-08-16
27795,B,2026-08-28
27796,B,2026-08-18
27797,B,2026-08-24
27798,B,2026-08-13
27799,B,2026-08-01
27800,B,2026-08-10
27801,B,2026-08-07
27802,B,2026-08-05
27803,A,2026-08-13
27804,A,2026-08-22
27805,B,2026-08-16
27806,A,2026-08-24
27807,A,2026-08-20
27808,B,2026-08-22
27809,A,2026-08-14
27810,A,2026-08-11
27811,B,2026-08-19
27812,B,2026-08-23
27813,A,2026-08-02
27814,A,2026-08-28
27815,A,2026-08-08
27816,A,2026-08-13
27817,B,2026-08-07
27818,A,2026-08-12
27819,A,2026-08-28
27820,A,2026-08-08
27821,A,2026-08-16
27822,A,2026-08-18
27823,B,2026-08-19
27824,B,2026-08-28
27825,B,2026-08-04
27826,B,2026-08-28
27827,B,2026-08-25
27828,B,2026-08-28
27829,B,2026-08-12
27830,B,2026-08-16
27831,B,2026-08-21
27832,A,2026-08-22
27833,B,2026-08-17
27834,B,2026-08-04
27835,B,2026-08-30
27836,B,2026-08-20
27837,B,2026-08-26
27838,A,2026-08-24
27839,A,2026-08-24
27840,B,2026-08-26
27841,A,2026-08-22
27842,B,2026-08-24
27843,A,2026-08-09
27844,B,2026-08-05
27845,A,2026-08-17
27846,A,2026-08-17
27847,A,2026-08-02
27848,B,2026-08-02
27849,A,2026-08-21
27850,B,2026-08-23
27851,B,2026-08-07
27852,A,2026-08-04
27853,B,2026-08-13
27854,A,2026-08-20
27855,A,2026-08-30
27856,A,2026-08-30
27857,A,2026-08-11
27858,B,2026-08-26
27859,A,2026-08-03
27860,B,2026-08-27
27861,B,2026-08-02
27862,A,2026-08-16
27863,B,2026-08-03
27864,A,2026-08-24
27865,B,2026-08-15
27866,B,2026-08-17
27867,B,2026-08-16
27868,A,2026-08-20
27869,B,2026-08-07
27870,B,2026-08-16
27871,B,2026-08-05
27872,A,2026-08-02
27873,A,2026-08-01
27874,B,2026-08-22
27875,A,2026-08-29
27876,A,2026-08-13
27877,B,2026-08-16
27878,B,2026-08-05
27879,B,2026-08-03
27880,A,2026-08-27
27881,B,2026-08-27
27882,B,2026-08-15
27883,B,2026-08-16
27884,A,2026-08-11
27885,A,2026-08-25
27886,B,2026-08-19
27887,A,2026-08-18
27888,B,2026-08-21
27889,A,2026-08-09
27890,B,2026-08-08
27891,B,2026-08-22
27892,B,2026-08-19
27893,B,2026-08-22
27894,A,2026-08-05
27895,B,2026-08-17
27896,A,2026-08-05
27897,A,2026-08-14
27898,A,2026-08-07
27899,B,2026-08-09
27900,B,2026-08-28
27901,A,2026-08-17
27902,B,2026-08-03
27903,B,2026-08-08
27904,B,2026-08-22
27905,A,2026-08-13
27906,B,2026-08-16
27907,A,2026-08-21
27908,B,2026-08-29
27909,B,2026-08-10
27910,A,2026-08-18
27911,A,2026-08-03
27912,B,2026-08-12
27913,A,2026-08-16
27914,B,2026-08-18
27915,A,2026-08-17
27916,A,2026-08-07
27917,B,2026-08-30
27918,B,2026-08-19
27919,B,2026-08-23
27920,A,2026-08-28
27921,B,2026-08-23
27922,B,2026-08-08
27923,A,2026-08-17
27924,B,2026-08-21
27925,A,2026-08-26
27926,B,2026-08-25
27927,A,2026-08-28
27928,A,2026-08-27
27929,B,2026-08-07
27930,B,2026-08-01
27931,A,2026-08-08
27932,A,2026-08-19
27933,B,2026-08-29
27934,A,2026-08-20
27935,A,2026-08-20
27936,B,2026-08-10
27937,B,2026-08-30
27938,B,2026-08-12
27939,A,2026-08-24
27940,A,2026-08-01
27941,A,2026-08-24
27942,A,2026-08-25
27943,A,2026-08-25
27944,A,2026-08-21
27945,B,2026-08-04
27946,A,2026-08-04
27947,A,2026-08-09
27948,B,2026-08-15
27949,A,2026-08-24
27950,A,2026-08-26
27951,A,2026-08-15
27952,B,2026-08-26
27953,B,2026-08-28
27954,B,2026-08-07
27955,A,2026-08-12
27956,B,2026-08-03
27957,B,2026-08-20
27958,B,2026-08-09
27959,B,2026-08-14
27960,B,2026-08-13
27961,B,2026-08-24
27962,B,2026-08-28
27963,B,2026-08-12
27964,B,2026-08-01
27965,B,2026-08-19
27966,B,2026-08-30
27967,A,2026-08-16
27968,A,2026-08-12
27969,B,2026-08-10
27970,A,2026-08-02
27971,B,2026-08-18
27972,B,2026-08-13
27973,A,2026-08-29
27974,A,2026-08-24
27975,B,2026-08-06
27976,B,2026-08-12
27977,B,2026-08-28
27978,B,2026-08-28
27979,A,2026-08-29
27980,B,2026-08-22
27981,A,2026-08-04
27982,A,2026-08-01
27983,A,2026-08-11
27984,B,2026-08-23
27985,A,2026-08-08
27986,A,2026-08-02
27987,A,2026-08-02
27988,A,2026-08-16
27989,A,2026-08-01
27990,A,2026-08-04
27991,B,2026-08-06
27992,A,2026-08-30
27993,B,2026-08-21
27994,B,2026-08-20
27995,B,2026-08-14
27996,B,2026-08-20
27997,B,2026-08-26
27998,B,2026-08-15
27999,B,2026-08-07
28000,A,2026-08-07
28001,B,2026-08-18
28002,A,2026-08-29
28003,A,2026-08-23
28004,A,2026-08-02
28005,A,2026-08-20
28006,A,2026-08-15
28007,A,2026-08-01
28008,A,2026-08-21
28009,A,2026-08-17
28010,A,2026-08-20
28011,A,2026-08-29
28012,A,2026-08-25
28013,A,2026-08-13
28014,A,2026-08-12
28015,A,2026-08-24
28016,A,2026-08-22
28017,A,2026-08-15
28018,B,2026-08-24
28019,B,2026-08-05
28020,B,2026-08-07
28021,B,2026-08-08
28022,B,2026-08-23
28023,A,2026-08-14
28024,A,2026-08-04
28025,A,2026-08-21
28026,B,2026-08-29
28027,A,2026-08-14
28028,A,2026-08-10
28029,A,2026-08-22
28030,A,2026-08-30
28031,B,2026-08-30
28032,B,2026-08-28
28033,A,2026-08-16
28034,A,2026-08-11
28035,B,2026-08-22
28036,A,2026-08-29
28037,A,2026-08-25
28038,B,2026-08-26
28039,A,2026-08-14
28040,B,2026-08-14
28041,B,2026-08-02
28042,A,2026-08-22
28043,A,2026-08-13
28044,B,2026-08-03
28045,B,2026-08-30
28046,B,2026-08-18
28047,B,2026-08-22
28048,A,2026-08-04
28049,B,2026-08-21
28050,B,2026-08-21
28051,B,2026-08-19
28052,B,2026-08-16
28053,A,2026-08-28
28054,A,2026-08-04
28055,B,2026-08-19
28056,A,2026-08-23
28057,A,2026-08-15
28058,B,2026-08-01
28059,B,2026-08-16
28060,A,2026-08-15
28061,A,2026-08-16
28062,A,2026-08-22
28063,A,2026-08-20
28064,A,2026-08-01
28065,A,2026-08-17
28066,A,2026-08-05
28067,A,2026-08-30
28068,A,2026-08-05
28069,A,2026-08-26
28070,A,2026-08-07
28071,A,2026-08-13
28072,A,2026-08-12
28073,A,2026-08-04
28074,A,2026-08-30
28075,B,2026-08-25
28076,A,2026-08-04
28077,A,2026-08-23
28078,A,2026-08-21
28079,A,2026-08-21
28080,A,2026-08-06
28081,A,2026-08-24
28082,A,2026-08-15
28083,A,2026-08-21
28084,A,2026-08-19
28085,A,2026-08-06
28086,B,2026-08-30
28087,B,2026-08-12
28088,B,2026-08-14
28089,B,2026-08-18
28090,B,2026-08-28
28091,A,2026-08-12
28092,A,2026-08-24
28093,B,2026-08-24
28094,B,2026-08-15
28095,B,2026-08-19
28096,B,2026-08-28
28097,A,2026-08-08
28098,A,2026-08-09
28099,A,2026-08-05
28100,A,2026-08-05
28101,B,2026-08-06
28102,B,2026-08-23
28103,B,2026-08-03
28104,B,2026-08-05
28105,B,2026-08-01
28106,A,2026-08-11
28107,A,2026-08-26
28108,B,2026-08-21
28109,A,2026-08-20
28110,B,2026-08-01
28111,B,2026-08-07
28112,A,2026-08-15
28113,A,2026-08-17
28114,B,2026-08-29
28115,B,2026-08-08
28116,B,2026-08-30
28117,A,2026-08-26
28118,A,2026-08-28
28119,A,2026-08-02
28120,A,2026-08-26
28121,B,2026-08-13
28122,A,2026-08-12
28123,A,2026-08-05
28124,B,2026-08-13
28125,B,2026-08-06
28126,B,2026-08-25
28127,B,2026-08-15
28128,B,2026-08-30
28129,A,2026-08-23
28130,A,2026-08-22
28131,A,2026-08-21
28132,B,2026-08-22
28133,A,2026-08-30
28134,A,2026-08-11
28135,A,2026-08-04
28136,B,2026-08-01
28137,B,2026-08-15
28138,A,2026-08-12
28139,A,2026-08-09
28140,B,2026-08-11
28141,A,2026-08-05
28142,A,2026-08-24
28143,B,2026-08-07
28144,B,2026-08-08
28145,B,2026-08-01
28146,B,2026-08-25
28147,B,2026-08-01
28148,B,2026-08-03
28149,B,2026-08-08
28150,B,2026-08-28
28151,B,2026-08-11
28152,A,2026-08-01
28153,B,2026-08-14
28154,A,2026-08-01
28155,A,2026-08-06
28156,B,2026-08-21
28157,A,2026-08-27
28158,A,2026-08-06
28159,A,2026-08-03
28160,B,2026-08-10
28161,B,2026-08-12
28162,A,2026-08-10
28163,B,2026-08-22
28164,A,2026-08-02
28165,B,2026-08-24
28166,B,2026-08-28
28167,A,2026-08-22
28168,B,2026-08-13
28169,A,2026-08-16
28170,A,2026-08-13
28171,B,2026-08-04
28172,A,2026-08-04
28173,B,2026-08-30
28174,A,2026-08-11
28175,A,2026-08-23
28176,B,2026-08-14
28177,B,2026-08-03
28178,A,2026-08-27
28179,A,2026-08-19
28180,B,2026-08-22
28181,A,2026-08-25
28182,A,2026-08-01
28183,B,2026-08-05
28184,B,2026-08-17
28185,B,2026-08-01
28186,B,2026-08-19
28187,A,2026-08-19
28188,B,2026-08-04
28189,A,2026-08-19
28190,B,2026-08-06
28191,A,2026-08-28
28192,A,2026-08-15
28193,A,2026-08-04
28194,B,2026-08-24
28195,A,2026-08-01
28196,B,2026-08-24
28197,A,2026-08-27
28198,A,2026-08-17
28199,A,2026-08-11
28200,A,2026-08-17
28201,B,2026-08-23
28202,B,2026-08-01
28203,B,2026-08-09
28204,A,2026-08-14
28205,A,2026-08-15
28206,B,2026-08-24
28207,B,2026-08-29
28208,B,2026-08-01
28209,A,2026-08-02
28210,A,2026-08-18
28211,A,2026-08-18
28212,A,2026-08-06
28213,A,2026-08-20
28214,A,2026-08-08
28215,A,2026-08-01
28216,B,2026-08-15
28217,A,2026-08-10
28218,A,2026-08-30
28219,B,2026-08-04
28220,A,2026-08-10
28221,A,2026-08-11
28222,B,2026-08-05
28223,B,2026-08-09
28224,A,2026-08-05
28225,A,2026-08-29
28226,B,2026-08-11
28227,B,2026-08-03
28228,B,2026-08-27
28229,B,2026-08-04
28230,A,2026-08-10
28231,A,2026-08-07
28232,A,2026-08-01
28233,A,2026-08-27
28234,B,2026-08-06
28235,B,2026-08-08
28236,B,2026-08-17
28237,A,2026-08-24
28238,A,2026-08-07
28239,A,2026-08-01
28240,B,2026-08-09
28241,B,2026-08-11
28242,B,2026-08-19
28243,B,2026-08-02
28244,B,2026-08-23
28245,A,2026-08-11
28246,A,2026-08-03
28247,A,2026-08-17
28248,A,2026-08-10
28249,B,2026-08-29
28250,B,2026-08-03
28251,B,2026-08-22
28252,B,2026-08-03
28253,A,2026-08-21
28254,B,2026-08-25
28255,B,2026-08-07
28256,A,2026-08-02
28257,A,2026-08-01
28258,A,2026-08-07
28259,A,2026-08-20
28260,B,2026-08-11
28261,A,2026-08-23
28262,B,2026-08-06
28263,A,2026-08-23
28264,A,2026-08-04
28265,A,2026-08-19
28266,A,2026-08-28
28267,B,2026-08-21
28268,B,2026-08-19
28269,A,2026-08-14
28270,A,2026-08-03
28271,A,2026-08-04
28272,A,2026-08-08
28273,B,2026-08-18
28274,B,2026-08-04
28275,A,2026-08-11
28276,B,2026-08-16
28277,A,2026-08-03
28278,A,2026-08-07
28279,B,2026-08-02
28280,A,2026-08-01
28281,B,2026-08-26
28282,A,2026-08-01
28283,A,2026-08-06
28284,A,2026-08-19
28285,A,2026-08-07
28286,A,2026-08-24
28287,A,2026-08-05
28288,A,2026-08-21
28289,A,2026-08-28
28290,B,2026-08-18
28291,A,2026-08-24
28292,A,2026-08-26
28293,A,2026-08-13
28294,A,2026-08-01
28295,B,2026-08-10
28296,B,2026-08-09
28297,B,2026-08-17
28298,B,2026-08-01
28299,B,2026-08-01
28300,A,2026-08-07
28301,A,2026-08-04
28302,A,2026-08-28
28303,A,2026-08-23
28304,A,2026-08-21
28305,B,2026-08-12
28306,B,2026-08-16
28307,A,2026-08-14
28308,A,2026-08-23
28309,A,2026-08-10
28310,A,2026-08-14
28311,A,2026-08-07
28312,B,2026-08-04
28313,A,2026-08-02
28314,B,2026-08-24
28315,B,2026-08-18
28316,B,2026-08-16
28317,B,2026-08-09
28318,B,2026-08-05
28319,B,2026-08-09
28320,B,2026-08-25
28321,B,2026-08-30
28322,B,2026-08-08
28323,B,2026-08-24
28324,B,2026-08-20
28325,B,2026-08-16
28326,B,2026-08-30
28327,B,2026-08-20
28328,A,2026-08-30
28329,A,2026-08-18
28330,B,2026-08-04
28331,B,2026-08-16
28332,B,2026-08-04
28333,B,2026-08-06
28334,B,2026-08-03
28335,A,2026-08-18
28336,A,2026-08-15
28337,B,2026-08-08
28338,B,2026-08-18
28339,A,2026-08-24
28340,A,2026-08-23
28341,A,2026-08-03
28342,B,2026-08-06
28343,A,2026-08-22
28344,B,2026-08-26
28345,A,2026-08-30
28346,B,2026-08-21
28347,A,2026-08-29
28348,B,2026-08-24
28349,B,2026-08-15
28350,B,2026-08-27
28351,B,2026-08-12
28352,B,2026-08-05
28353,B,2026-08-07
28354,B,2026-08-22
28355,B,2026-08-27
28356,A,2026-08-15
28357,B,2026-08-07
28358,A,2026-08-13
28359,A,2026-08-25
28360,A,2026-08-03
28361,B,2026-08-26
28362,B,2026-08-23
28363,B,2026-08-13
28364,A,2026-08-26
28365,B,2026-08-03
28366,A,2026-08-29
28367,B,2026-08-02
28368,A,2026-08-28
28369,A,2026-08-23
28370,A,2026-08-04
28371,B,2026-08-17
28372,B,2026-08-06
28373,B,2026-08-11
28374,B,2026-08-06
28375,A,2026-08-22
28376,B,2026-08-02
28377,A,2026-08-17
28378,A,2026-08-03
28379,B,2026-08-12
28380,B,2026-08-14
28381,B,2026-08-02
28382,B,2026-08-22
28383,A,2026-08-29
28384,A,2026-08-28
28385,A,2026-08-22
28386,A,2026-08-29
28387,B,2026-08-05
28388,B,2026-08-10
28389,A,2026-08-10
28390,A,2026-08-21
28391,A,2026-08-09
28392,B,2026-08-30
28393,B,2026-08-21
28394,B,2026-08-13
28395,A,2026-08-10
28396,A,2026-08-06
28397,B,2026-08-11
28398,A,2026-08-04
28399,B,2026-08-26
28400,A,2026-08-14
28401,B,2026-08-30
28402,A,2026-08-17
28403,A,2026-08-20
28404,A,2026-08-02
28405,B,2026-08-10
28406,A,2026-08-03
28407,A,2026-08-07
28408,B,2026-08-07
28409,A,2026-08-01
28410,B,2026-08-08
28411,A,2026-08-23
28412,A,2026-08-01
28413,A,2026-08-08
28414,A,2026-08-14
28415,B,2026-08-14
28416,B,2026-08-02
28417,B,2026-08-08
28418,B,2026-08-19
28419,B,2026-08-10
28420,A,2026-08-07
28421,B,2026-08-13
28422,B,2026-08-22
28423,B,2026-08-21
28424,B,2026-08-15
28425,A,2026-08-11
28426,B,2026-08-26
28427,A,2026-08-14
28428,A,2026-08-11
28429,B,2026-08-02
28430,A,2026-08-02
28431,A,2026-08-29
28432,A,2026-08-12
28433,A,2026-08-15
28434,B,2026-08-17
28435,B,2026-08-14
28436,A,2026-08-25
28437,A,2026-08-16
28438,A,2026-08-27
28439,A,2026-08-08
28440,B,2026-08-24
28441,A,2026-08-17
28442,A,2026-08-05
28443,B,2026-08-12
28444,A,2026-08-06
28445,B,2026-08-18
28446,B,2026-08-26
28447,A,2026-08-05
28448,A,2026-08-06
28449,B,2026-08-09
28450,B,2026-08-15
28451,A,2026-08-10
28452,B,2026-08-17
28453,A,2026-08-29
28454,A,2026-08-26
28455,A,2026-08-19
28456,A,2026-08-12
28457,B,2026-08-09
28458,B,2026-08-15
28459,A,2026-08-14
28460,A,2026-08-01
28461,B,2026-08-17
28462,B,2026-08-01
28463,B,2026-08-23
28464,A,2026-08-29
28465,B,2026-08-21
28466,B,2026-08-22
28467,B,2026-08-13
28468,B,2026-08-30
28469,A,2026-08-08
28470,B,2026-08-30
28471,B,2026-08-13
28472,B,2026-08-16
28473,A,2026-08-02
28474,B,2026-08-13
28475,A,2026-08-18
28476,A,2026-08-03
28477,B,2026-08-13
28478,B,2026-08-19
28479,B,2026-08-13
28480,A,2026-08-19
28481,B,2026-08-04
28482,A,2026-08-19
28483,B,2026-08-18
28484,B,2026-08-25
28485,A,2026-08-06
28486,B,2026-08-19
28487,A,2026-08-25
28488,A,2026-08-04
28489,A,2026-08-04
28490,A,2026-08-24
28491,A,2026-08-07
28492,A,2026-08-07
28493,B,2026-08-26
28494,A,2026-08-23
28495,B,2026-08-26
28496,B,2026-08-16
28497,B,2026-08-27
28498,B,2026-08-16
28499,A,2026-08-05
28500,B,2026-08-15
28501,A,2026-08-23
28502,B,2026-08-04
28503,B,2026-08-24
28504,A,2026-08-25
28505,B,2026-08-13
28506,B,2026-08-28
28507,B,2026-08-19
28508,A,2026-08-07
28509,B,2026-08-12
28510,A,2026-08-26
28511,A,2026-08-09
28512,B,2026-08-17
28513,A,2026-08-02
28514,A,2026-08-16
28515,A,2026-08-07
28516,A,2026-08-29
28517,B,2026-08-18
28518,B,2026-08-07
28519,A,2026-08-01
28520,A,2026-08-03
28521,B,2026-08-21
28522,B,2026-08-30
28523,A,2026-08-28
28524,B,2026-08-30
28525,B,2026-08-11
28526,B,2026-08-22
28527,B,2026-08-15
28528,B,2026-08-29
28529,A,2026-08-25
28530,B,2026-08-25
28531,B,2026-08-03
28532,B,2026-08-30
28533,A,2026-08-24
28534,B,2026-08-13
28535,A,2026-08-04
28536,A,2026-08-23
28537,A,2026-08-22
28538,A,2026-08-08
28539,A,2026-08-22
28540,A,2026-08-04
28541,B,2026-08-18
28542,A,2026-08-07
28543,A,2026-08-11
28544,A,2026-08-29
28545,A,2026-08-27
28546,A,2026-08-04
28547,B,2026-08-13
28548,B,2026-08-09
28549,A,2026-08-09
28550,B,2026-08-23
28551,A,2026-08-21
28552,B,2026-08-19
28553,A,2026-08-03
28554,B,2026-08-25
28555,A,2026-08-25
28556,B,2026-08-12
28557,A,2026-08-29
28558,A,2026-08-11
28559,A,2026-08-20
28560,B,2026-08-11
28561,B,2026-08-17
28562,B,2026-08-29
28563,B,2026-08-26
28564,A,2026-08-21
28565,A,2026-08-14
28566,A,2026-08-16
28567,B,2026-08-24
28568,A,2026-08-10
28569,A,2026-08-04
28570,B,2026-08-10
28571,B,2026-08-26
28572,A,2026-08-20
28573,A,2026-08-29
28574,B,2026-08-12
28575,A,2026-08-30
28576,A,2026-08-09
28577,A,2026-08-15
28578,B,2026-08-09
28579,A,2026-08-07
28580,A,2026-08-26
28581,A,2026-08-24
28582,A,2026-08-12
28583,B,2026-08-28
28584,B,2026-08-20
28585,B,2026-08-24
28586,A,2026-08-14
28587,A,2026-08-22
28588,A,2026-08-16
28589,A,2026-08-29
28590,B,2026-08-19
28591,A,2026-08-23
28592,A,2026-08-03
28593,B,2026-08-11
28594,B,2026-08-23
28595,A,2026-08-21
28596,A,2026-08-20
28597,A,2026-08-19
28598,B,2026-08-08
28599,B,2026-08-20
28600,B,2026-08-08
28601,B,2026-08-26
28602,A,2026-08-03
28603,A,2026-08-10
28604,A,2026-08-13
28605,A,2026-08-09
28606,B,2026-08-06
28607,B,2026-08-15
28608,B,2026-08-16
28609,A,2026-08-05
28610,A,2026-08-21
28611,A,2026-08-13
28612,A,2026-08-19
28613,A,2026-08-02
28614,B,2026-08-06
28615,A,2026-08-27
28616,A,2026-08-01
28617,B,2026-08-15
28618,B,2026-08-15
28619,A,2026-08-14
28620,B,2026-08-07
28621,A,2026-08-05
28622,A,2026-08-20
28623,A,2026-08-25
28624,A,2026-08-26
28625,A,2026-08-16
28626,B,2026-08-17
28627,A,2026-08-11
28628,A,2026-08-15
28629,A,2026-08-20
28630,B,2026-08-16
28631,B,2026-08-03
